# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 11:27:50 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05594000 SHOAL CREEK NEAR BREESE, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05594000
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	05594000	1911-09-11	383	A
USGS	05594000	1911-09-12	332	A
USGS	05594000	1911-09-13	324	A
USGS	05594000	1911-09-14	315	A
USGS	05594000	1911-09-15	275	A
USGS	05594000	1911-09-16	768	A
USGS	05594000	1911-09-17	2030	A
USGS	05594000	1911-09-18	1990	A
USGS	05594000	1911-09-19	1340	A
USGS	05594000	1911-09-20	777	A
USGS	05594000	1911-09-21	221	A
USGS	05594000	1911-09-22	118	A
USGS	05594000	1911-09-23	98	A
USGS	05594000	1911-09-24	94	A
USGS	05594000	1911-09-25	786	A
USGS	05594000	1911-09-26	2320	A
USGS	05594000	1911-09-27	2550	A
USGS	05594000	1911-09-28	1940	A
USGS	05594000	1911-09-29	1070	A
USGS	05594000	1911-09-30	1610	A
USGS	05594000	1911-10-01	1740	A
USGS	05594000	1911-10-02	2000	A
USGS	05594000	1911-10-03	2740	A
USGS	05594000	1911-10-04	4290	A
USGS	05594000	1911-10-05	6820	A
USGS	05594000	1911-10-06	6750	A
USGS	05594000	1911-10-07	5060	A
USGS	05594000	1911-10-08	3400	A
USGS	05594000	1911-10-09	1540	A
USGS	05594000	1911-10-10	696	A
USGS	05594000	1911-10-11	374	A
USGS	05594000	1911-10-12	267	A
USGS	05594000	1911-10-13	166	A
USGS	05594000	1911-10-14	141	A
USGS	05594000	1911-10-15	136	A
USGS	05594000	1911-10-16	123	A
USGS	05594000	1911-10-17	114	A
USGS	05594000	1911-10-18	110	A
USGS	05594000	1911-10-19	106	A
USGS	05594000	1911-10-20	106	A
USGS	05594000	1911-10-21	110	A
USGS	05594000	1911-10-22	195	A
USGS	05594000	1911-10-23	1250	A
USGS	05594000	1911-10-24	615	A
USGS	05594000	1911-10-25	221	A
USGS	05594000	1911-10-26	161	A
USGS	05594000	1911-10-27	123	A
USGS	05594000	1911-10-28	114	A
USGS	05594000	1911-10-29	114	A
USGS	05594000	1911-10-30	106	A
USGS	05594000	1911-10-31	102	A
USGS	05594000	1911-11-01	98	A
USGS	05594000	1911-11-02	98	A
USGS	05594000	1911-11-03	98	A
USGS	05594000	1911-11-04	98	A
USGS	05594000	1911-11-05	98	A
USGS	05594000	1911-11-06	123	A
USGS	05594000	1911-11-07	714	A
USGS	05594000	1911-11-08	606	A
USGS	05594000	1911-11-09	519	A
USGS	05594000	1911-11-10	132	A
USGS	05594000	1911-11-11	114	A
USGS	05594000	1911-11-12	485	A
USGS	05594000	1911-11-13	1920	A
USGS	05594000	1911-11-14	1900	A
USGS	05594000	1911-11-15	804	A
USGS	05594000	1911-11-16	468	A
USGS	05594000	1911-11-17	400	A
USGS	05594000	1911-11-18	1600	A
USGS	05594000	1911-11-19	2080	A
USGS	05594000	1911-11-20	1320	A
USGS	05594000	1911-11-21	723	A
USGS	05594000	1911-11-22	332	A
USGS	05594000	1911-11-23	307	A
USGS	05594000	1911-11-24	299	A
USGS	05594000	1911-11-25	235	A
USGS	05594000	1911-11-26	195	A
USGS	05594000	1911-11-27	156	A
USGS	05594000	1911-11-28	141	A
USGS	05594000	1911-11-29	123	A
USGS	05594000	1911-11-30	161	A
USGS	05594000	1911-12-01	141	A
USGS	05594000	1911-12-02	132	A
USGS	05594000	1911-12-03	128	A
USGS	05594000	1911-12-04	123	A
USGS	05594000	1911-12-05	123	A
USGS	05594000	1911-12-06	114	A
USGS	05594000	1911-12-07	114	A
USGS	05594000	1911-12-08	114	A
USGS	05594000	1911-12-09	114	A
USGS	05594000	1911-12-10	132	A
USGS	05594000	1911-12-11	267	A
USGS	05594000	1911-12-12	642	A
USGS	05594000	1911-12-13	400	A
USGS	05594000	1911-12-14	202	A
USGS	05594000	1911-12-15	172	A
USGS	05594000	1911-12-16	251	A
USGS	05594000	1911-12-17	349	A
USGS	05594000	1911-12-18	553	A
USGS	05594000	1911-12-19	299	A
USGS	05594000	1911-12-20	417	A
USGS	05594000	1911-12-21	1260	A
USGS	05594000	1911-12-22	2250	A
USGS	05594000	1911-12-23	2100	A
USGS	05594000	1911-12-24	1280	A
USGS	05594000	1911-12-25	966	A
USGS	05594000	1911-12-26	366	A
USGS	05594000	1911-12-27	606	A
USGS	05594000	1911-12-28	1380	A
USGS	05594000	1911-12-29	588	A
USGS	05594000	1911-12-30	315	A
USGS	05594000	1911-12-31	434	A
USGS	05594000	1912-01-01	696	A
USGS	05594000	1912-01-02	251	A
USGS	05594000	1912-01-03	183	A
USGS	05594000	1912-01-04	161	A
USGS	05594000	1912-01-05	151	A
USGS	05594000	1912-01-06	141	A
USGS	05594000	1912-01-07	114	A
USGS	05594000	1912-01-08	250	A
USGS	05594000	1912-01-09	250	A
USGS	05594000	1912-01-10	250	A
USGS	05594000	1912-01-11	250	A
USGS	05594000	1912-01-12	250	A
USGS	05594000	1912-01-13	250	A
USGS	05594000	1912-01-14	250	A
USGS	05594000	1912-01-15	250	A
USGS	05594000	1912-01-16	250	A
USGS	05594000	1912-01-17	250	A
USGS	05594000	1912-01-18	250	A
USGS	05594000	1912-01-19	250	A
USGS	05594000	1912-01-20	250	A
USGS	05594000	1912-01-21	250	A
USGS	05594000	1912-01-22	786	A
USGS	05594000	1912-01-23	588	A
USGS	05594000	1912-01-24	570	A
USGS	05594000	1912-01-25	696	A
USGS	05594000	1912-01-26	678	A
USGS	05594000	1912-01-27	502	A
USGS	05594000	1912-01-28	434	A
USGS	05594000	1912-01-29	251	A
USGS	05594000	1912-01-30	195	A
USGS	05594000	1912-01-31	172	A
USGS	05594000	1912-02-01	132	A
USGS	05594000	1912-02-02	114	A
USGS	05594000	1912-02-03	106	A
USGS	05594000	1912-02-04	130	A
USGS	05594000	1912-02-05	130	A
USGS	05594000	1912-02-06	130	A
USGS	05594000	1912-02-07	130	A
USGS	05594000	1912-02-08	130	A
USGS	05594000	1912-02-09	130	A
USGS	05594000	1912-02-10	130	A
USGS	05594000	1912-02-11	130	A
USGS	05594000	1912-02-12	130	A
USGS	05594000	1912-02-13	130	A
USGS	05594000	1912-02-14	130	A
USGS	05594000	1912-02-15	130	A
USGS	05594000	1912-02-16	130	A
USGS	05594000	1912-02-17	130	A
USGS	05594000	1912-02-18	130	A
USGS	05594000	1912-02-19	130	A
USGS	05594000	1912-02-20	130	A
USGS	05594000	1912-02-21	130	A
USGS	05594000	1912-02-22	130	A
USGS	05594000	1912-02-23	151	A
USGS	05594000	1912-02-24	141	A
USGS	05594000	1912-02-25	536	A
USGS	05594000	1912-02-26	2140	A
USGS	05594000	1912-02-27	2620	A
USGS	05594000	1912-02-28	2880	A
USGS	05594000	1912-02-29	3810	A
USGS	05594000	1912-03-01	4930	A
USGS	05594000	1912-03-02	4670	A
USGS	05594000	1912-03-03	2770	A
USGS	05594000	1912-03-04	1110	A
USGS	05594000	1912-03-05	660	A
USGS	05594000	1912-03-06	400	A
USGS	05594000	1912-03-07	332	A
USGS	05594000	1912-03-08	315	A
USGS	05594000	1912-03-09	299	A
USGS	05594000	1912-03-10	315	A
USGS	05594000	1912-03-11	366	A
USGS	05594000	1912-03-12	2900	A
USGS	05594000	1912-03-13	2900	A
USGS	05594000	1912-03-14	2900	A
USGS	05594000	1912-03-15	2900	A
USGS	05594000	1912-03-16	2900	A
USGS	05594000	1912-03-17	2900	A
USGS	05594000	1912-03-18	2900	A
USGS	05594000	1912-03-19	2900	A
USGS	05594000	1912-03-20	2900	A
USGS	05594000	1912-03-21	2900	A
USGS	05594000	1912-03-22	5320	A
USGS	05594000	1912-03-23	4290	A
USGS	05594000	1912-03-24	3810	A
USGS	05594000	1912-03-25	3160	A
USGS	05594000	1912-03-26	2030	A
USGS	05594000	1912-03-27	2470	A
USGS	05594000	1912-03-28	2620	A
USGS	05594000	1912-03-29	3450	A
USGS	05594000	1912-03-30	4800	A
USGS	05594000	1912-03-31	5840	A
USGS	05594000	1912-04-01	5320	A
USGS	05594000	1912-04-02	5580	A
USGS	05594000	1912-04-03	4050	A
USGS	05594000	1912-04-04	2380	A
USGS	05594000	1912-04-05	2210	A
USGS	05594000	1912-04-06	1380	A
USGS	05594000	1912-04-07	894	A
USGS	05594000	1912-04-08	894	A
USGS	05594000	1912-04-09	894	A
USGS	05594000	1912-04-10	894	A
USGS	05594000	1912-04-11	822	A
USGS	05594000	1912-04-12	804	A
USGS	05594000	1912-04-13	750	A
USGS	05594000	1912-04-14	1220	A
USGS	05594000	1912-04-15	2120	A
USGS	05594000	1912-04-16	1780	A
USGS	05594000	1912-04-17	1940	A
USGS	05594000	1912-04-18	2270	A
USGS	05594000	1912-04-19	2680	A
USGS	05594000	1912-04-20	2740	A
USGS	05594000	1912-04-21	1780	A
USGS	05594000	1912-04-22	930	A
USGS	05594000	1912-04-23	1110	A
USGS	05594000	1912-04-24	1070	A
USGS	05594000	1912-04-25	1040	A
USGS	05594000	1912-04-26	2620	A
USGS	05594000	1912-04-27	2960	A
USGS	05594000	1912-04-28	3570	A
USGS	05594000	1912-04-29	4800	A
USGS	05594000	1912-04-30	5580	A
USGS	05594000	1912-05-01	5580	A
USGS	05594000	1912-05-02	5320	A
USGS	05594000	1912-05-03	4290	A
USGS	05594000	1912-05-04	2160	A
USGS	05594000	1912-05-05	1300	A
USGS	05594000	1912-05-06	570	A
USGS	05594000	1912-05-07	468	A
USGS	05594000	1912-05-08	299	A
USGS	05594000	1912-05-09	267	A
USGS	05594000	1912-05-10	267	A
USGS	05594000	1912-05-11	570	A
USGS	05594000	1912-05-12	1300	A
USGS	05594000	1912-05-13	1190	A
USGS	05594000	1912-05-14	606	A
USGS	05594000	1912-05-15	332	A
USGS	05594000	1912-05-16	235	A
USGS	05594000	1912-05-17	180	A
USGS	05594000	1912-05-18	180	A
USGS	05594000	1912-05-19	156	A
USGS	05594000	1912-05-20	133	A
USGS	05594000	1912-05-21	122	A
USGS	05594000	1912-05-22	112	A
USGS	05594000	1912-05-23	92	A
USGS	05594000	1912-05-24	570	A
USGS	05594000	1912-05-25	332	A
USGS	05594000	1912-05-26	235	A
USGS	05594000	1912-05-27	156	A
USGS	05594000	1912-05-28	840	A
USGS	05594000	1912-05-29	822	A
USGS	05594000	1912-05-30	1260	A
USGS	05594000	1912-05-31	468	A
USGS	05594000	1912-06-01	299	A
USGS	05594000	1912-06-02	283	A
USGS	05594000	1912-06-03	267	A
USGS	05594000	1912-06-04	206	A
USGS	05594000	1912-06-05	180	A
USGS	05594000	1912-06-06	133	A
USGS	05594000	1912-06-07	97	A
USGS	05594000	1912-06-08	78	A
USGS	05594000	1912-06-09	60	A
USGS	05594000	1912-06-10	60	A
USGS	05594000	1912-06-11	56	A
USGS	05594000	1912-06-12	52	A
USGS	05594000	1912-06-13	52	A
USGS	05594000	1912-06-14	48	A
USGS	05594000	1912-06-15	536	A
USGS	05594000	1912-06-16	107	A
USGS	05594000	1912-06-17	1300	A
USGS	05594000	1912-06-18	1580	A
USGS	05594000	1912-06-19	468	A
USGS	05594000	1912-06-20	299	A
USGS	05594000	1912-06-21	267	A
USGS	05594000	1912-06-22	206	A
USGS	05594000	1912-06-23	156	A
USGS	05594000	1912-06-24	107	A
USGS	05594000	1912-06-25	70	A
USGS	05594000	1912-06-26	52	A
USGS	05594000	1912-06-27	52	A
USGS	05594000	1912-06-28	78	A
USGS	05594000	1912-06-29	65	A
USGS	05594000	1912-06-30	60	A
USGS	05594000	1912-07-01	52	A
USGS	05594000	1912-07-02	60	A
USGS	05594000	1912-07-03	92	A
USGS	05594000	1912-07-04	107	A
USGS	05594000	1912-07-05	168	A
USGS	05594000	1912-07-06	92	A
USGS	05594000	1912-07-07	65	A
USGS	05594000	1912-07-08	70	A
USGS	05594000	1912-07-09	52	A
USGS	05594000	1912-07-10	156	A
USGS	05594000	1912-07-11	786	A
USGS	05594000	1912-07-12	122	A
USGS	05594000	1912-07-13	107	A
USGS	05594000	1912-07-14	966	A
USGS	05594000	1912-07-15	840	A
USGS	05594000	1912-07-16	112	A
USGS	05594000	1912-07-17	930	A
USGS	05594000	1912-07-18	1580	A
USGS	05594000	1912-07-19	1000	A
USGS	05594000	1912-07-20	332	A
USGS	05594000	1912-07-21	112	A
USGS	05594000	1912-07-22	112	A
USGS	05594000	1912-07-23	88	A
USGS	05594000	1912-07-24	74	A
USGS	05594000	1912-07-25	70	A
USGS	05594000	1912-07-26	52	A
USGS	05594000	1912-07-27	44	A
USGS	05594000	1912-07-28	44	A
USGS	05594000	1912-07-29	32	A
USGS	05594000	1912-07-30	32	A
USGS	05594000	1912-07-31	29	A
USGS	05594000	1912-08-01	26	A
USGS	05594000	1912-08-02	26	A
USGS	05594000	1912-08-03	32	A
USGS	05594000	1912-08-04	32	A
USGS	05594000	1912-08-05	35	A
USGS	05594000	1912-08-06	35	A
USGS	05594000	1912-08-07	32	A
USGS	05594000	1912-08-08	32	A
USGS	05594000	1912-08-09	41	A
USGS	05594000	1912-08-10	38	A
USGS	05594000	1912-08-11	38	A
USGS	05594000	1912-08-12	38	A
USGS	05594000	1912-08-13	48	A
USGS	05594000	1912-08-14	60	A
USGS	05594000	1912-08-15	78	A
USGS	05594000	1912-08-16	97	A
USGS	05594000	1912-08-17	78	A
USGS	05594000	1912-08-18	180	A
USGS	05594000	1912-08-19	74	A
USGS	05594000	1912-08-20	56	A
USGS	05594000	1912-08-21	52	A
USGS	05594000	1912-08-22	251	A
USGS	05594000	1912-08-23	74	A
USGS	05594000	1912-08-24	48	A
USGS	05594000	1912-08-25	52	A
USGS	05594000	1912-08-26	56	A
USGS	05594000	1912-08-27	267	A
USGS	05594000	1912-08-28	70	A
USGS	05594000	1912-08-29	56	A
USGS	05594000	1912-08-30	56	A
USGS	05594000	1912-08-31	48	A
USGS	05594000	1912-09-01	41	A
USGS	05594000	1912-09-02	41	A
USGS	05594000	1912-09-03	35	A
USGS	05594000	1912-09-04	35	A
USGS	05594000	1912-09-05	32	A
USGS	05594000	1912-09-06	32	A
USGS	05594000	1912-09-07	32	A
USGS	05594000	1912-09-08	29	A
USGS	05594000	1912-09-09	29	A
USGS	05594000	1912-09-10	29	A
USGS	05594000	1912-09-11	38	A
USGS	05594000	1912-09-12	41	A
USGS	05594000	1912-09-13	38	A
USGS	05594000	1912-09-14	35	A
USGS	05594000	1912-09-15	35	A
USGS	05594000	1912-09-16	35	A
USGS	05594000	1912-09-17	35	A
USGS	05594000	1912-09-18	38	A
USGS	05594000	1912-09-19	38	A
USGS	05594000	1912-09-20	35	A
USGS	05594000	1912-09-21	35	A
USGS	05594000	1912-09-22	35	A
USGS	05594000	1912-09-23	35	A
USGS	05594000	1912-09-24	35	A
USGS	05594000	1912-09-25	35	A
USGS	05594000	1912-09-26	35	A
USGS	05594000	1912-09-27	32	A
USGS	05594000	1912-09-28	32	A
USGS	05594000	1912-09-29	32	A
USGS	05594000	1912-09-30	32	A
USGS	05594000	1912-10-01		
USGS	05594000	1912-10-02		
USGS	05594000	1912-10-03		
USGS	05594000	1912-10-04		
USGS	05594000	1912-10-05		
USGS	05594000	1912-10-06		
USGS	05594000	1912-10-07		
USGS	05594000	1912-10-08		
USGS	05594000	1912-10-09		
USGS	05594000	1912-10-10		
USGS	05594000	1912-10-11		
USGS	05594000	1912-10-12		
USGS	05594000	1912-10-13		
USGS	05594000	1912-10-14		
USGS	05594000	1912-10-15		
USGS	05594000	1912-10-16		
USGS	05594000	1912-10-17		
USGS	05594000	1912-10-18		
USGS	05594000	1912-10-19		
USGS	05594000	1912-10-20		
USGS	05594000	1912-10-21		
USGS	05594000	1912-10-22		
USGS	05594000	1912-10-23		
USGS	05594000	1912-10-24		
USGS	05594000	1912-10-25		
USGS	05594000	1912-10-26		
USGS	05594000	1912-10-27		
USGS	05594000	1912-10-28		
USGS	05594000	1912-10-29		
USGS	05594000	1912-10-30	23	A
USGS	05594000	1912-10-31	23	A
USGS	05594000	1912-11-01	65	A
USGS	05594000	1912-11-02	48	A
USGS	05594000	1912-11-03	48	A
USGS	05594000	1912-11-04	48	A
USGS	05594000	1912-11-05	48	A
USGS	05594000	1912-11-06	88	A
USGS	05594000	1912-11-07	92	A
USGS	05594000	1912-11-08	92	A
USGS	05594000	1912-11-09	88	A
USGS	05594000	1912-11-10	56	A
USGS	05594000	1912-11-11	52	A
USGS	05594000	1912-11-12	41	A
USGS	05594000	1912-11-13	41	A
USGS	05594000	1912-11-14	56	A
USGS	05594000	1912-11-15	107	A
USGS	05594000	1912-11-16	92	A
USGS	05594000	1912-11-17	74	A
USGS	05594000	1912-11-18	56	A
USGS	05594000	1912-11-19	52	A
USGS	05594000	1912-11-20	41	A
USGS	05594000	1912-11-21	41	A
USGS	05594000	1912-11-22	41	A
USGS	05594000	1912-11-23	41	A
USGS	05594000	1912-11-24	41	A
USGS	05594000	1912-11-25	41	A
USGS	05594000	1912-11-26	48	A
USGS	05594000	1912-11-27	48	A
USGS	05594000	1912-11-28	44	A
USGS	05594000	1912-11-29	41	A
USGS	05594000	1912-11-30	41	A
USGS	05594000	1912-12-01	41	A
USGS	05594000	1912-12-02	41	A
USGS	05594000	1912-12-03	44	A
USGS	05594000	1912-12-04	48	A
USGS	05594000	1912-12-05	44	A
USGS	05594000	1912-12-06	41	A
USGS	05594000	1912-12-07	41	A
USGS	05594000	1912-12-08	41	A
USGS	05594000	1912-12-09	41	A
USGS	05594000	1912-12-10	41	A
USGS	05594000	1912-12-11	41	A
USGS	05594000	1912-12-12	38	A
USGS	05594000	1912-12-13	38	A
USGS	05594000	1912-12-14	41	A
USGS	05594000	1912-12-15	38	A
USGS	05594000	1912-12-16	41	A
USGS	05594000	1912-12-17	38	A
USGS	05594000	1912-12-18	41	A
USGS	05594000	1912-12-19	41	A
USGS	05594000	1912-12-20	41	A
USGS	05594000	1912-12-21	41	A
USGS	05594000	1912-12-22	41	A
USGS	05594000	1912-12-23	41	A
USGS	05594000	1912-12-24	41	A
USGS	05594000	1912-12-25	41	A
USGS	05594000	1912-12-26	41	A
USGS	05594000	1912-12-27	41	A
USGS	05594000	1912-12-28	41	A
USGS	05594000	1912-12-29	41	A
USGS	05594000	1912-12-30	41	A
USGS	05594000	1912-12-31	41	A
USGS	05594000	1913-01-01		
USGS	05594000	1913-01-02		
USGS	05594000	1913-01-03		
USGS	05594000	1913-01-04		
USGS	05594000	1913-01-05		
USGS	05594000	1913-01-06		
USGS	05594000	1913-01-07		
USGS	05594000	1913-01-08		
USGS	05594000	1913-01-09		
USGS	05594000	1913-01-10		
USGS	05594000	1913-01-11		
USGS	05594000	1913-01-12		
USGS	05594000	1913-01-13		
USGS	05594000	1913-01-14		
USGS	05594000	1913-01-15		
USGS	05594000	1913-01-16		
USGS	05594000	1913-01-17		
USGS	05594000	1913-01-18		
USGS	05594000	1913-01-19		
USGS	05594000	1913-01-20		
USGS	05594000	1913-01-21		
USGS	05594000	1913-01-22		
USGS	05594000	1913-01-23		
USGS	05594000	1913-01-24		
USGS	05594000	1913-01-25		
USGS	05594000	1913-01-26		
USGS	05594000	1913-01-27		
USGS	05594000	1913-01-28		
USGS	05594000	1913-01-29		
USGS	05594000	1913-01-30		
USGS	05594000	1913-01-31		
USGS	05594000	1913-02-01		
USGS	05594000	1913-02-02		
USGS	05594000	1913-02-03		
USGS	05594000	1913-02-04		
USGS	05594000	1913-02-05		
USGS	05594000	1913-02-06		
USGS	05594000	1913-02-07		
USGS	05594000	1913-02-08		
USGS	05594000	1913-02-09		
USGS	05594000	1913-02-10		
USGS	05594000	1913-02-11		
USGS	05594000	1913-02-12		
USGS	05594000	1913-02-13		
USGS	05594000	1913-02-14		
USGS	05594000	1913-02-15		
USGS	05594000	1913-02-16		
USGS	05594000	1913-02-17		
USGS	05594000	1913-02-18		
USGS	05594000	1913-02-19		
USGS	05594000	1913-02-20		
USGS	05594000	1913-02-21		
USGS	05594000	1913-02-22		
USGS	05594000	1913-02-23		
USGS	05594000	1913-02-24		
USGS	05594000	1913-02-25		
USGS	05594000	1913-02-26		
USGS	05594000	1913-02-27		
USGS	05594000	1913-02-28		
USGS	05594000	1913-03-01		
USGS	05594000	1913-03-02		
USGS	05594000	1913-03-03		
USGS	05594000	1913-03-04		
USGS	05594000	1913-03-05		
USGS	05594000	1913-03-06		
USGS	05594000	1913-03-07		
USGS	05594000	1913-03-08		
USGS	05594000	1913-03-09		
USGS	05594000	1913-03-10		
USGS	05594000	1913-03-11		
USGS	05594000	1913-03-12		
USGS	05594000	1913-03-13		
USGS	05594000	1913-03-14		
USGS	05594000	1913-03-15		
USGS	05594000	1913-03-16		
USGS	05594000	1913-03-17		
USGS	05594000	1913-03-18		
USGS	05594000	1913-03-19		
USGS	05594000	1913-03-20		
USGS	05594000	1913-03-21		
USGS	05594000	1913-03-22		
USGS	05594000	1913-03-23		
USGS	05594000	1913-03-24		
USGS	05594000	1913-03-25		
USGS	05594000	1913-03-26		
USGS	05594000	1913-03-27		
USGS	05594000	1913-03-28		
USGS	05594000	1913-03-29		
USGS	05594000	1913-03-30		
USGS	05594000	1913-03-31		
USGS	05594000	1913-04-01		
USGS	05594000	1913-04-02		
USGS	05594000	1913-04-03		
USGS	05594000	1913-04-04		
USGS	05594000	1913-04-05		
USGS	05594000	1913-04-06		
USGS	05594000	1913-04-07		
USGS	05594000	1913-04-08		
USGS	05594000	1913-04-09		
USGS	05594000	1913-04-10		
USGS	05594000	1913-04-11		
USGS	05594000	1913-04-12		
USGS	05594000	1913-04-13		
USGS	05594000	1913-04-14		
USGS	05594000	1913-04-15		
USGS	05594000	1913-04-16		
USGS	05594000	1913-04-17		
USGS	05594000	1913-04-18		
USGS	05594000	1913-04-19		
USGS	05594000	1913-04-20		
USGS	05594000	1913-04-21		
USGS	05594000	1913-04-22		
USGS	05594000	1913-04-23		
USGS	05594000	1913-04-24		
USGS	05594000	1913-04-25		
USGS	05594000	1913-04-26		
USGS	05594000	1913-04-27		
USGS	05594000	1913-04-28		
USGS	05594000	1913-04-29		
USGS	05594000	1913-04-30		
USGS	05594000	1913-05-01		
USGS	05594000	1913-05-02		
USGS	05594000	1913-05-03		
USGS	05594000	1913-05-04		
USGS	05594000	1913-05-05		
USGS	05594000	1913-05-06		
USGS	05594000	1913-05-07		
USGS	05594000	1913-05-08		
USGS	05594000	1913-05-09		
USGS	05594000	1913-05-10		
USGS	05594000	1913-05-11		
USGS	05594000	1913-05-12		
USGS	05594000	1913-05-13		
USGS	05594000	1913-05-14		
USGS	05594000	1913-05-15		
USGS	05594000	1913-05-16		
USGS	05594000	1913-05-17		
USGS	05594000	1913-05-18		
USGS	05594000	1913-05-19		
USGS	05594000	1913-05-20		
USGS	05594000	1913-05-21		
USGS	05594000	1913-05-22		
USGS	05594000	1913-05-23		
USGS	05594000	1913-05-24		
USGS	05594000	1913-05-25		
USGS	05594000	1913-05-26		
USGS	05594000	1913-05-27		
USGS	05594000	1913-05-28		
USGS	05594000	1913-05-29		
USGS	05594000	1913-05-30		
USGS	05594000	1913-05-31		
USGS	05594000	1913-06-01		
USGS	05594000	1913-06-02		
USGS	05594000	1913-06-03		
USGS	05594000	1913-06-04		
USGS	05594000	1913-06-05		
USGS	05594000	1913-06-06		
USGS	05594000	1913-06-07		
USGS	05594000	1913-06-08		
USGS	05594000	1913-06-09		
USGS	05594000	1913-06-10		
USGS	05594000	1913-06-11		
USGS	05594000	1913-06-12		
USGS	05594000	1913-06-13		
USGS	05594000	1913-06-14		
USGS	05594000	1913-06-15		
USGS	05594000	1913-06-16		
USGS	05594000	1913-06-17		
USGS	05594000	1913-06-18		
USGS	05594000	1913-06-19		
USGS	05594000	1913-06-20		
USGS	05594000	1913-06-21		
USGS	05594000	1913-06-22		
USGS	05594000	1913-06-23		
USGS	05594000	1913-06-24		
USGS	05594000	1913-06-25		
USGS	05594000	1913-06-26		
USGS	05594000	1913-06-27		
USGS	05594000	1913-06-28		
USGS	05594000	1913-06-29		
USGS	05594000	1913-06-30		
USGS	05594000	1913-07-01		
USGS	05594000	1913-07-02		
USGS	05594000	1913-07-03		
USGS	05594000	1913-07-04		
USGS	05594000	1913-07-05		
USGS	05594000	1913-07-06		
USGS	05594000	1913-07-07		
USGS	05594000	1913-07-08		
USGS	05594000	1913-07-09		
USGS	05594000	1913-07-10		
USGS	05594000	1913-07-11		
USGS	05594000	1913-07-12		
USGS	05594000	1913-07-13		
USGS	05594000	1913-07-14		
USGS	05594000	1913-07-15		
USGS	05594000	1913-07-16		
USGS	05594000	1913-07-17		
USGS	05594000	1913-07-18		
USGS	05594000	1913-07-19		
USGS	05594000	1913-07-20		
USGS	05594000	1913-07-21		
USGS	05594000	1913-07-22		
USGS	05594000	1913-07-23		
USGS	05594000	1913-07-24		
USGS	05594000	1913-07-25		
USGS	05594000	1913-07-26		
USGS	05594000	1913-07-27		
USGS	05594000	1913-07-28		
USGS	05594000	1913-07-29		
USGS	05594000	1913-07-30		
USGS	05594000	1913-07-31		
USGS	05594000	1913-08-01		
USGS	05594000	1913-08-02		
USGS	05594000	1913-08-03		
USGS	05594000	1913-08-04		
USGS	05594000	1913-08-05		
USGS	05594000	1913-08-06		
USGS	05594000	1913-08-07		
USGS	05594000	1913-08-08		
USGS	05594000	1913-08-09		
USGS	05594000	1913-08-10		
USGS	05594000	1913-08-11		
USGS	05594000	1913-08-12		
USGS	05594000	1913-08-13		
USGS	05594000	1913-08-14		
USGS	05594000	1913-08-15		
USGS	05594000	1913-08-16		
USGS	05594000	1913-08-17		
USGS	05594000	1913-08-18		
USGS	05594000	1913-08-19		
USGS	05594000	1913-08-20		
USGS	05594000	1913-08-21		
USGS	05594000	1913-08-22		
USGS	05594000	1913-08-23		
USGS	05594000	1913-08-24		
USGS	05594000	1913-08-25		
USGS	05594000	1913-08-26		
USGS	05594000	1913-08-27		
USGS	05594000	1913-08-28		
USGS	05594000	1913-08-29		
USGS	05594000	1913-08-30		
USGS	05594000	1913-08-31		
USGS	05594000	1913-09-01		
USGS	05594000	1913-09-02		
USGS	05594000	1913-09-03		
USGS	05594000	1913-09-04		
USGS	05594000	1913-09-05		
USGS	05594000	1913-09-06		
USGS	05594000	1913-09-07		
USGS	05594000	1913-09-08		
USGS	05594000	1913-09-09		
USGS	05594000	1913-09-10		
USGS	05594000	1913-09-11		
USGS	05594000	1913-09-12		
USGS	05594000	1913-09-13		
USGS	05594000	1913-09-14		
USGS	05594000	1913-09-15		
USGS	05594000	1913-09-16		
USGS	05594000	1913-09-17		
USGS	05594000	1913-09-18		
USGS	05594000	1913-09-19		
USGS	05594000	1913-09-20		
USGS	05594000	1913-09-21		
USGS	05594000	1913-09-22		
USGS	05594000	1913-09-23		
USGS	05594000	1913-09-24		
USGS	05594000	1913-09-25		
USGS	05594000	1913-09-26		
USGS	05594000	1913-09-27		
USGS	05594000	1913-09-28		
USGS	05594000	1913-09-29		
USGS	05594000	1913-09-30		
USGS	05594000	1913-10-01		
